Farmer_ID,Crop,Yield,Temperature,Inventory,Pesticide,Price
F00835,kenaf and other textile bast fibres raw or retted,5779.8,30.9776,11.0,66.57,5341.0
F00836,pepper raw,2908.4,19.5922,3.0,59.08,5550.0
F00837,cereals primary,6028.1,28.5355,32.0,61.22,5750.0
F00838,cashewapple,2402.9,18.9059,4.0,33.56,5700.0
F00839,oats,2593.9,22.1906,5.0,28.47,2450.0
F00840,kapok fruit,1619.0,27.5609,15.0,53.62,7515.0
F00841,rape or colza seed,1194.4,31.6553,2.0,25.35,2390.0
F00842,jojoba seeds,470.8,23.502,54.0,31.46,2250.0
F00843,raw milk of sheep,132.0,27.3358,4.0,49.99,1010.0
F00844,canary seed,996.6,23.503,26.0,34.54,4405.0
F00845,muskmelon,276.5,29.5275,11.0,46.05,4100.0
F00846,other citrus fruit n e c,10270.9,23.3447,6.0,12.7,3600.0
F00847,papaya,1942.4,43.6755,11.0,36.16,1200.0
F00848,garlic,1945.5,25.7267,21.0,38.27,15370.0
F00849,pigeon peas dry,1071.8,19.1207,68.0,54.65,5150.0
F00850,banana,10441.2,29.2114,54.0,56.64,4500.0
F00851,oilcrops oil equivalent,449.6,19.251,5.0,22.6,7700.0
F00852,jute,183.8,25.2978,2.0,12.23,7415.0
F00853,bajra,7132.5,27.6852,2.0,60.17,2500.0
F00854,oilcrops oil equivalent,718.9,15.9905,11.0,12.13,7500.0
F00855,buckwheat,641.3,29.203,9.0,58.16,2290.0
F00856,coconuts in shell,4326.6,25.4298,2.0,57.44,3800.0
F00857,okra,9070.7,27.5427,6.0,55.04,900.0
F00858,walnuts in shell,3268.1,24.4513,24.0,22.69,2475.0
F00859,tea leaves,7848.9,25.4298,2.0,68.38,3720.0
F00860,canary seed,2746.1,29.9968,10.0,38.35,3970.0
F00861,walnuts in shell,16181.1,24.1638,2.0,48.96,3710.0
F00862,broad beans and horse beans green,3838.9,29.3649,9.0,26.09,4592.0
F00863,chilli,1051.8,20.2751,3.0,21.03,2620.0
F00864,peas dry,2154.3,25.5368,80.0,43.93,4200.0
F00865,oilcrops cake equivalent,906.1,27.5136,8.0,40.52,3885.0
F00866,cauliflower,10739.0,32.5004,6.0,46.52,1300.0
F00867,quinoa,327.7,20.12,2.0,14.1,3625.0
F00868,vanilla raw,194.2,32.5772,14.0,30.92,18000.0
F00869,peas green,6272.6,29.8789,2.0,14.01,6650.0
F00870,olives,852.1,31.0856,80.0,63.78,2500.0
F00871,bambara beans dry,596.6,24.4513,4.0,26.69,2525.0
F00872,almonds in shell,6363.8,21.4465,28.0,17.91,6150.0
F00873,onions and shallots dry,35886.8,21.1985,26.0,34.41,2130.0
F00874,other berries and fruits of the genus vaccinium n e c,15274.4,42.1347,9.0,55.25,7070.0
F00875,kola nuts,417.6,33.6477,28.0,15.9,510.0
F00876,pyrethrum dried flowers,637.8,18.0419,2.0,18.69,2090.0
F00877,rye,1097.7,28.8031,14.0,25.92,2600.0
F00878,tung nuts,1131.2,28.9186,17.0,65.8,1200.0
F00879,dates,2502.7,18.8796,13.0,26.99,7800.0
F00880,areca nuts,8704.4,26.4643,104.0,52.57,2150.0
F00881,cassava fresh,17657.8,23.6408,9.0,47.74,3525.0
F00882,peaches and nectarines,760.0,28.5684,20.0,63.42,5150.0
F00883,oilcrops oil equivalent,494.7,33.9368,34.0,16.77,4140.0
F00884,mango,143074.0,28.3333,2.0,22.77,3550.0
F00885,figs,2871.6,22.8021,80.0,68.65,5860.0
F00886,kola nuts,585.1,21.8117,9.0,45.81,4410.0
F00887,jute raw or retted,607.7,38.4419,14.0,68.11,5380.0
F00888,unmanufactured tobacco,427.0,33.9531,2.0,16.54,19000.0
F00889,beans dry,2239.8,29.9042,12.0,69.97,5901.0
F00890,kapok fruit,1619.0,17.1661,48.0,38.32,21010.0
F00891,other stimulant spice and aromatic crops n e c,10100.0,20.8248,32.0,48.6,4075.0
F00892,cauliflowers and broccoli,24128.8,27.5582,2.0,65.57,2250.0
F00893,sisal raw,1511.1,26.5874,2.0,16.57,3975.0
F00894,raspberries,4000.0,28.4958,15.0,13.58,2125.0
F00895,beans dry,567.3,26.2493,8.0,37.67,6335.0
F00896,mixed grain,4890.1,18.2872,2.0,52.51,2215.0
F00897,cucumbers and gherkins,28671.1,25.9338,52.0,69.79,4000.0
F00898,eggs primary,146347.0,18.7068,54.0,50.67,1865.0
F00899,other citrus fruit n e c,10868.9,26.672,18.0,62.35,5960.0
F00900,currants,6019.4,25.331,12.0,59.69,1865.0
F00901,peaches and nectarines,5979.9,27.6528,12.0,21.27,5660.0
F00902,pineapples,67481.8,24.6354,26.0,62.2,2200.0
F00903,cranberries,24214.2,33.6477,10.0,17.44,1960.0
F00904,other stone fruits,4846.4,33.3944,26.0,20.47,4460.0
F00905,hazelnuts in shell,2778.6,24.1859,2.0,69.73,3490.0
F00906,other fruits n e c,5882.4,24.2161,26.0,10.78,4205.0
F00907,gur,20789.5,25.2347,27.0,64.84,2955.0
F00908,castor oil seeds,743.0,18.8761,7.0,12.84,2465.0
F00909,raw milk of sheep,526.0,27.5136,4.0,54.21,725.0
F00910,cauliflowers and broccoli,15454.6,26.4402,18.0,19.06,2650.0
F00911,gooseberries,4051.8,39.371,5.0,32.51,10000.0
F00912,kola nuts,558.3,24.8153,40.0,19.28,3125.0
F00913,arhar,25194.5,29.8482,14.0,69.73,7000.0
F00914,linseed,898.7,23.9091,7.0,57.88,2825.0
F00915,oil palm fruit,13833.0,31.2279,78.0,66.94,1520.0
F00916,safflower seed,1000.0,34.1772,50.0,43.4,2300.0
F00917,agave fibres raw n e c,456.9,23.4312,44.0,38.94,6330.0
F00918,oilcrops cake equivalent,566.0,18.6505,15.0,42.06,6350.0
F00919,other berries and fruits of the genus vaccinium n e c,787.7,27.705,14.0,24.72,6200.0
F00920,other fruits n e c,364.8,29.869,26.0,68.55,2375.0
F00921,olives,105.3,18.9285,3.0,48.4,26440.0
F00922,cereals primary,639.0,28.0764,2.0,66.92,4300.0
F00923,oilcrops oil equivalent,449.6,23.2068,5.0,65.42,4370.0
F00924,gooseberries,2347.5,30.7212,54.0,37.07,3500.0
F00925,sunflower seed,0.0,31.0751,24.0,35.52,7000.0
F00926,kapok fruit,1619.0,26.8975,16.0,22.53,7950.0
F00927,groundnuts excluding shelled,875.0,23.3384,9.0,46.34,6251.0
F00928,seed cotton unginned,833.3,28.0722,120.0,13.36,7000.0
F00929,other pulses n e c,1267.6,23.1886,38.0,52.03,6600.0
F00930,muskmelon,5866.7,29.5724,4.0,30.0,6365.0
F00931,mangoes guavas and mangosteens,5617.9,25.9907,28.0,13.28,5600.0
F00932,bajra,54943.2,25.1779,24.0,21.97,2501.0
F00933,groundnuts excluding shelled,4023.8,25.4493,20.0,43.76,6600.0
F00934,lupins,2249.8,19.2078,2.0,62.16,2840.0
F00935,tea leaves,1397.4,30.728,66.0,29.61,4527.0
F00936,dates,7139.2,29.8075,6.0,61.4,2605.0
F00937,green gram,274.7,28.7401,9.0,60.38,7249.0
F00938,cow peas dry,434.4,27.3001,40.0,35.93,2360.0
F00939,roots and tubers total,17526.7,18.8796,4.0,12.94,7500.0
F00940,vetches,12158.3,23.6572,10.0,46.95,240.0
F00941,oilcrops oil equivalent,951.7,19.4179,24.0,37.62,2550.0
F00942,soybean,3008.0,23.1284,22.0,59.69,4280.0
F00943,coconut,4156.9,28.6916,6.0,33.36,6672.0
F00944,mothbeans,44268.0,30.3932,46.0,64.26,5580.0
F00945,green corn,9090.2,26.2834,50.0,64.26,5775.0
F00946,peas green,5734.8,29.5161,4.0,25.69,2625.0
F00947,peas green,9614.7,18.3136,9.0,13.1,4400.0
F00948,green gram,9197.6,19.0087,2.0,44.21,7260.0
F00949,chillies and peppers green,9050.8,29.2809,68.0,48.5,1120.0
F00950,oilcrops cake equivalent,692.3,25.2871,2.0,48.23,7800.0
F00951,sweet potatoes,9990.5,42.1347,2.0,40.84,6870.0
F00952,mango,1125.0,28.3333,50.0,38.93,4100.0
F00953,other vegetables fresh n e c,8969.5,25.2878,2.0,51.42,3960.0
F00954,kapok fruit,1619.0,32.8421,23.0,27.06,5250.0
F00955,apple,9460.5,21.1316,98.0,48.55,13325.0
F00956,citrus fruit total,5424.7,20.2837,7.0,42.94,6280.0
F00957,hazelnuts in shell,1965.8,28.0485,27.0,27.9,5600.0
F00958,tung nuts,890.7,24.458,2.0,18.67,2450.0
F00959,coffee green,2284.0,26.4177,7.0,64.88,7700.0
F00960,barley,1592.4,17.8481,4.0,50.48,5206.0
F00961,oil palm fruit,9436.2,31.5621,21.0,67.6,6400.0
F00962,maize,729.9,25.3422,23.0,59.37,2265.0
F00963,triticale,4241.3,22.8121,4.0,66.52,5851.0
F00964,ginger raw,6980.0,24.2385,26.0,49.47,17000.0
F00965,cashew nuts in shell,68.8,25.8548,16.0,15.87,3775.0
F00966,nutmeg mace cardamoms raw,478.3,26.8975,7.0,15.33,5211.0
F00967,oats,3767.9,34.7382,22.0,36.96,2872.0
F00968,papayas,33500.0,21.9856,8.0,31.08,2030.0
F00969,fonio,742.9,23.503,15.0,17.52,3500.0
F00970,bambara beans dry,596.6,24.9236,10.0,19.62,4725.0
F00971,pigeonpeas,1886.8,18.4165,48.0,37.16,6100.0
F00972,cauliflower,5494.8,28.0107,90.0,50.98,1600.0
F00973,beans dry,866.4,29.1798,6.0,10.45,7251.0
F00974,pulses total,1137.0,31.7505,17.0,41.2,5526.0
F00975,karite nuts,1208.5,34.5918,5.0,44.11,22000.0
F00976,flax raw or retted,555.9,24.3212,3.0,12.76,6510.0
F00977,quinces,4981.0,36.7509,9.0,64.5,2475.0
F00978,papayas,10197.1,26.0437,8.0,10.0,5899.0
F00979,chestnuts in shell,1131.9,20.689,10.0,32.59,3705.0
F00980,triticale,2158.3,25.1901,9.0,10.08,2495.0
F00981,abaca manila hemp raw,1154.0,31.3116,10.0,16.87,1825.0
F00982,pigeon peas dry,727.2,23.8812,7.0,18.23,1925.0
F00983,walnuts in shell,2304.5,23.4468,19.0,16.3,2950.0
F00984,chicory roots,20010.8,32.5004,14.0,24.67,5951.0
F00985,asparagus,2500.0,28.5697,23.0,61.2,4155.0
F00986,olives,1683.2,28.0485,5.0,21.05,5210.0
F00987,blueberries,5533.6,25.2827,2.0,43.76,16800.0
F00988,tallowtree seeds,2470.4,22.8123,28.0,34.95,2375.0
F00989,cranberries,6502.6,24.6354,12.0,14.39,3600.0
F00990,vetches,814.0,19.4621,9.0,24.53,1215.0
F00991,string beans,10206.2,28.9025,13.0,19.29,4891.0
F00992,persimmons,7026.3,27.1103,16.0,50.18,3000.0
F00993,peas dry,3517.4,25.9373,78.0,57.08,4041.0
F00994,tea leaves,294.7,29.0731,6.0,62.94,4500.0
F00995,raw hides and skins of sheep or lambs,35.0,29.9371,27.0,40.79,7000.0
F00996,true hemp raw or retted,5502.4,25.4252,38.0,65.69,2660.0
F00997,castor oil seeds,2352.5,25.5194,2.0,29.79,6630.0
F00998,other fibre crops raw n e c,4668.9,29.3695,9.0,14.19,1500.0
F00999,lentil,13210.5,28.4958,2.0,32.96,5975.0
F01000,pyrethrum dried flowers,415.1,25.6245,6.0,10.22,1370.0
F01001,dates,3493.5,23.2558,7.0,40.71,5581.0
F01002,cabbages,17591.8,30.7212,2.0,38.57,3500.0
F01003,artichokes,19038.0,20.0739,2.0,49.25,20630.0
F01004,sugar cane,48170.2,27.8349,104.0,21.42,2770.0
F01005,peppermint spearmint,16225.5,27.3254,84.0,58.99,10100.0
F01006,chestnuts in shell,4519.5,18.4165,10.0,51.03,4250.0
F01007,raw milk of sheep,1055.0,29.812,6.0,67.16,3920.0
F01008,taro,9136.0,19.1283,6.0,60.85,7800.0
F01009,peppermint spearmint,13010.1,25.5566,4.0,50.97,1810.0
F01010,string beans,25278.0,26.1458,26.0,38.34,4980.0
F01011,chick peas dry,1264.2,28.2062,2.0,69.2,1400.0
F01012,chillies and peppers green,12035.5,25.3677,7.0,12.84,10680.0
F01013,peas dry,2183.5,28.8941,18.0,35.26,2350.0
F01014,green gram,835.0,29.0663,4.0,11.41,7790.0
F01015,other fruits n e c,9032.3,22.0461,8.0,57.05,6815.0
F01016,peas green,7668.8,35.6363,68.0,63.72,5950.0
F01017,broad beans and horse beans green,8953.9,24.5115,3.0,32.16,5500.0
F01018,melonseed,398.4,23.0935,9.0,52.29,1810.0
F01019,kiwi fruit,18203.9,23.4838,16.0,29.24,1022.0
F01020,kidneybeans,9054.2,23.1886,2.0,68.0,3670.0
F01021,carrot,389.0,18.1723,12.0,39.36,4800.0
F01022,gur,3084.6,28.1279,2.0,18.57,3800.0
F01023,other citrus fruit n e c,4416.2,24.4256,2.0,64.56,1950.0
F01024,watermelon,41364.5,24.7463,4.0,44.81,5900.0
F01025,other fibre crops raw n e c,1495.7,19.7314,13.0,10.25,3110.0
F01026,sugar crops primary,79732.7,22.7175,7.0,16.88,2622.0
F01027,milk total,19289.0,21.119,40.0,11.68,5600.0
F01028,raw milk of sheep,268.0,30.7646,23.0,21.73,5895.0
F01029,other pome fruits,3000.0,17.4781,14.0,48.24,7550.0
F01030,coconuts in shell,15216.7,27.0445,26.0,35.42,5730.0
F01031,cassava fresh,1760.9,36.0042,40.0,48.9,4830.0
F01032,other tropical fruits n e c,6188.7,22.2287,22.0,52.67,20830.0
F01033,fibre crops fibre equivalent,555.9,24.5925,10.0,26.87,3050.0
F01034,artichokes,14478.4,25.1919,18.0,47.31,6420.0
F01035,kiwi fruit,8936.0,25.1047,27.0,41.51,5950.0
F01036,kidneybeans,27236.7,20.5734,2.0,58.2,5761.0
F01037,sugar beet,62208.5,20.4168,4.0,18.91,2650.0
F01038,soybean,5018.5,23.1094,11.0,37.06,4195.0
F01039,artichokes,5293.1,28.883,9.0,65.65,2530.0
F01040,pulses total,497.2,25.9907,2.0,42.0,3675.0
F01041,fruit primary,11016.1,30.8848,2.0,69.03,5897.0
F01042,karite nuts,1711.3,25.9795,32.0,39.69,8000.0
F01043,cereals n e c,2096.3,23.8272,14.0,24.76,4281.0
F01044,dates,3368.4,21.3514,38.0,41.98,5725.0
F01045,milk total,14181.0,15.9905,3.0,61.4,9805.0
F01046,cabbage,6076.1,29.1204,4.0,15.63,2175.0
F01047,gooseberries,5846.2,31.5585,18.0,17.36,13160.0
F01048,tallowtree seeds,2470.4,26.2131,4.0,48.03,6800.0
F01049,apricots,9017.2,29.3371,9.0,64.64,4700.0
F01050,other stone fruits,2500.0,27.3116,18.0,39.77,4550.0
F01051,fibre crops fibre equivalent,335.7,19.6914,9.0,61.85,4100.0
F01052,other stimulant spice and aromatic crops n e c,995.9,28.8427,2.0,38.92,3050.0
F01053,brinjal,38145.4,23.3591,6.0,60.25,3500.0
F01054,locust beans,12686.5,29.8686,36.0,46.65,1390.0
F01055,cabbages,9568.8,28.7649,5.0,24.78,6900.0
F01056,kola nuts,417.6,26.2081,30.0,29.03,4000.0
F01057,blueberries,5144.3,42.5474,104.0,27.06,10000.0
F01058,muskmelon,10969.2,29.3408,16.0,21.72,6165.0
F01059,kiwi fruit,25773.9,20.0934,21.0,49.63,2790.0
F01060,natural rubber in primary forms,1630.0,28.1884,23.0,59.68,3800.0
F01061,chillies and peppers green,3379.2,17.5745,2.0,66.21,1500.0
F01062,raw hides and skins of goats or kids,26.0,27.968,16.0,18.18,6400.0
F01063,hempseed,834.2,27.7333,16.0,60.45,4000.0
F01064,mat leaves,6266.0,18.2623,6.0,63.84,2925.0
F01065,blueberries,6950.6,29.8913,26.0,11.44,3965.0
F01066,papaya,3887.1,39.7315,11.0,67.01,625.0
F01067,raspberries,2750.0,33.557,2.0,31.74,6780.0
F01068,jute raw or retted,1413.4,28.0817,2.0,60.32,4691.0
F01069,tomatoes,100723.9,25.4091,2.0,31.89,3450.0
F01070,chickpea,29942.4,19.9526,52.0,15.88,1620.0
F01071,eggs primary,74203.0,23.1931,10.0,52.22,1285.0
F01072,lentil,30981.0,29.0594,4.0,45.72,5405.0
F01073,artichokes,16627.7,26.591,4.0,61.02,10000.0
F01074,quinces,951.0,30.9122,6.0,50.17,7650.0
F01075,roots and tubers total,22450.3,18.4397,9.0,43.01,635.0
F01076,linseed,333.6,24.0183,16.0,19.37,7300.0
F01077,safflower seed,719.1,29.9808,2.0,22.27,2300.0
F01078,strawberries,27084.2,27.0691,8.0,16.17,2453.0
F01079,jute raw or retted,2562.9,24.3697,21.0,41.29,20000.0
F01080,other citrus fruit n e c,12773.9,28.5068,4.0,31.64,5130.0
F01081,papaya,11140.8,35.3288,50.0,62.12,5751.0
F01082,green corn,3933.5,28.2851,3.0,48.68,2755.0
F01083,pigeonpeas,3412.6,33.6477,2.0,53.6,2105.0
F01084,roots and tubers total,20484.4,31.2718,50.0,27.58,20125.0
F01085,other stone fruits,3400.0,23.2523,8.0,57.65,5700.0
F01086,seed cotton unginned,6635.2,24.548,7.0,57.51,6250.0
F01087,other citrus fruit n e c,10939.9,23.8059,30.0,65.29,2400.0
F01088,unmanufactured tobacco,994.7,21.4245,2.0,62.86,3545.0
F01089,vanilla raw,47.0,23.5337,16.0,21.47,2985.0
F01090,pulses total,3599.6,32.7175,16.0,67.28,6575.0
F01091,watermelon,527.9,26.8437,66.0,28.27,7100.0
F01092,arhar,8508.1,29.0741,6.0,40.29,6120.0
F01093,peas green,4320.2,27.8964,50.0,36.32,6450.0
F01094,millet,2933.3,21.9477,4.0,49.56,3810.0
F01095,raw milk of buffalo,4990.0,30.0159,27.0,43.67,1605.0
F01096,string beans,11196.2,28.4343,27.0,21.97,2595.0
F01097,peas dry,2154.3,26.5354,2.0,21.27,2500.0
F01098,gur,333.0,19.2009,25.0,27.92,4560.0
F01099,other pome fruits,747.5,22.3551,26.0,23.89,1400.0
F01100,locust beans,5184.7,24.3212,23.0,18.14,10000.0
F01101,poppy seed,617.8,28.0548,26.0,58.78,4355.0
F01102,rye,1097.7,30.3328,7.0,43.92,2196.0
F01103,peppermint spearmint,6000.0,29.8913,56.0,14.25,6340.0
F01104,banana,11793.5,29.2114,23.0,63.77,2940.0
F01105,gooseberries,8539.2,24.8395,26.0,62.55,5800.0
F01106,areca nuts,1686.1,31.6553,4.0,54.2,7830.0
F01107,poppy seed,555.8,27.0242,6.0,30.09,2440.0
F01108,cow peas dry,475.3,31.0127,5.0,25.04,3780.0
F01109,chicory roots,36291.8,35.3915,14.0,62.15,2425.0
F01110,flax raw or retted,962.3,18.3589,8.0,54.98,4650.0
F01111,tomatoes,351000.0,23.7103,14.0,34.93,4400.0
F01112,soybean,1173.0,19.6221,44.0,13.54,4280.0
F01113,lemons and limes,3866.3,27.415,12.0,41.06,4500.0
F01114,hempseed,850.0,19.3267,90.0,32.62,5841.0
F01115,green gram,7520.7,26.1699,52.0,29.63,7000.0
F01116,karite nuts,1208.5,25.9783,40.0,36.99,6000.0
F01117,other citrus fruit n e c,6058.7,25.4623,12.0,11.74,2200.0
F01118,areca nuts,3042.1,23.9814,68.0,57.04,7100.0
F01119,mixed grain,4176.9,29.976,12.0,49.55,2540.0
F01120,tomatoes,38034.1,27.0537,22.0,47.27,835.0
F01121,jute raw or retted,2359.7,28.4206,11.0,14.48,5200.0
F01122,soya beans,603.3,25.5496,12.0,40.84,7150.0
F01123,quinoa,676.8,21.9477,30.0,10.71,1360.0
F01124,ginger raw,12989.6,26.8153,2.0,54.01,6650.0
F01125,unmanufactured tobacco,1620.1,25.099,2.0,14.91,2515.0
F01126,pomelos and grapefruits,5107.9,23.0897,46.0,13.72,4091.0
F01127,vanilla raw,250.0,34.74,30.0,41.92,4199.0
F01128,edible roots and tubers with high starch or inulin content n e c fresh,6666.7,28.0032,4.0,51.49,3100.0
F01129,garlic,36.0,32.6807,42.0,46.05,19550.0
F01130,agave fibres raw n e c,1335.8,28.3189,26.0,47.82,6520.0
F01131,chestnuts in shell,2520.0,26.0163,8.0,12.4,4050.0
F01132,pulses total,1953.2,23.626,18.0,44.18,2481.0
F01133,cassava fresh,12157.1,26.591,14.0,13.52,3000.0
F01134,dates,2546.2,21.9856,20.0,41.85,2830.0
F01135,bambara beans dry,823.6,25.0707,36.0,54.11,1600.0
F01136,other beans green,9521.1,24.8892,3.0,54.05,2765.0
F01137,fibre crops fibre equivalent,2550.5,28.5697,8.0,51.39,7140.0
F01138,vetches,12158.3,31.7045,6.0,32.41,2420.0
F01139,other berries and fruits of the genus vaccinium n e c,9366.6,27.7736,7.0,24.31,5600.0
F01140,broad beans and horse beans dry,6274.1,24.8402,2.0,38.14,5500.0
F01141,artichokes,15028.2,26.5661,54.0,30.79,1300.0
F01142,citrus fruit total,4588.2,22.7704,17.0,25.1,2025.0
F01143,natural rubber in primary forms,1630.0,25.949,3.0,44.08,1320.0
F01144,rye,2781.4,26.8863,40.0,11.46,5927.0
F01145,soybean,21151.9,25.7218,4.0,53.94,3941.0
F01146,bambara beans dry,1098.6,23.9289,38.0,18.27,2400.0
F01147,wheat,4266.1,12.087,6.0,67.44,2782.0
F01148,sesame seed,801.5,18.4167,5.0,20.49,8500.0
F01149,chillies and peppers dry raw,3807.1,24.4435,5.0,14.83,6385.0
F01150,cauliflowers and broccoli,16891.9,26.7369,62.0,48.35,1320.0
F01151,tangerines mandarins clementines,19969.6,32.4458,2.0,33.8,4650.0
F01152,lentils dry,514.2,9.9499,2.0,53.09,2951.0
F01153,artichokes,7648.9,20.2137,15.0,16.56,2772.0
F01154,cinnamon and cinnamon tree flowers raw,654.2,34.9317,26.0,34.39,2080.0
F01155,pumpkins squash and gourds,11969.0,26.9152,2.0,68.33,25500.0
F01156,carrots and turnips,26290.1,21.6663,52.0,55.83,6447.0
F01157,cabbage,4335.7,32.893,28.0,57.71,375.0
F01158,pistachios in shell,208.3,28.3333,8.0,66.65,5130.0
F01159,pomegranate,4312.4,18.2623,7.0,25.0,4150.0
F01160,carrots and turnips,18352.8,28.3004,7.0,47.94,1200.0
F01161,arhar,1286.3,26.1388,6.0,60.34,5626.0
F01162,raw hides and skins of cattle,372.0,19.4462,4.0,59.2,3690.0
F01163,sunflower seed,2100.1,20.8797,2.0,54.76,4365.0
F01164,raw hides and skins of goats or kids,25.0,25.8504,11.0,40.59,4285.0
F01165,sesame seed,966.7,29.5052,14.0,34.07,2460.0
F01166,bajra,413.3,22.3194,5.0,55.51,2650.0
F01167,cocoa beans,841.2,19.3267,25.0,21.07,5840.0
F01168,vetches,1162.8,26.7746,44.0,19.1,2600.0
F01169,blueberries,5247.9,18.1791,4.0,53.39,6930.0
F01170,bambara beans dry,569.1,24.4256,14.0,22.26,2125.0
F01171,chicory roots,30013.4,31.9699,2.0,56.86,3750.0
F01172,buckwheat,782.0,27.5359,8.0,25.88,6114.0
F01173,pomegranate,11974.7,18.0969,2.0,52.08,6415.0
F01174,arhar,5583.5,27.7234,4.0,55.77,6995.0
F01175,peas dry,671.3,28.1746,6.0,67.94,5851.0
F01176,raw hides and skins of goats or kids,17.0,27.5219,4.0,14.21,2515.0
F01177,coffee,842.5,24.5925,8.0,30.22,5430.0
F01178,bajra,3701.1,24.5159,132.0,69.59,2290.0
F01179,raw hides and skins of buffaloes,253.0,29.8075,3.0,64.12,6135.0
F01180,raw milk of cattle,69837.0,13.7032,26.0,38.36,7230.0
F01181,kola nuts,454.8,23.4397,11.0,54.39,4371.0
F01182,walnuts in shell,3932.6,24.8321,28.0,36.49,6448.0
F01183,apple,59741.6,22.3624,18.0,46.86,7900.0
F01184,cloves raw,390.1,25.8548,12.0,69.28,6200.0
F01185,plantains and cooking bananas,5129.0,18.8775,2.0,63.91,2281.0
F01186,asparagus,5874.3,29.8789,5.0,21.26,2178.0
F01187,coconut,15833.3,28.2891,9.0,40.07,4810.0
F01188,cantaloupes and other melons,42491.7,27.5783,11.0,54.95,3600.0
F01189,coffee,5912.7,26.6738,9.0,65.98,3950.0
F01190,peas green,3770.6,27.9564,52.0,25.31,9000.0
F01191,millet,1217.2,25.2746,2.0,25.18,15950.0
F01192,cassava leaves,10000.0,25.9402,24.0,28.33,6650.0
F01193,jute,24300.4,24.8062,26.0,63.09,7441.0
F01194,brinjal,688.9,27.5785,4.0,12.42,2400.0
F01195,spinach,11747.1,19.0794,6.0,27.69,2420.0
F01196,buckwheat,532.2,18.8978,2.0,34.12,7400.0
F01197,groundnut,1126.7,29.5733,4.0,64.62,5255.0
F01198,soya beans,2000.0,24.3832,4.0,24.4,5981.0
F01199,artichokes,20177.0,21.5871,44.0,52.18,6175.0
F01200,mungbean,8159.9,27.1103,10.0,55.36,4300.0
F01201,plums and sloes,4386.4,18.1791,52.0,41.2,1000.0
F01202,bhindi,18380.6,25.2693,2.0,25.61,1120.0
F01203,other oil seeds n e c,1333.6,28.0957,12.0,15.32,7300.0
F01204,millet,666.9,21.0727,8.0,66.7,6165.0
F01205,tung nuts,2550.7,28.6291,2.0,11.31,2650.0
F01206,jute raw or retted,2359.7,28.9632,2.0,32.74,5425.0
F01207,pulses total,1637.7,26.3354,5.0,60.25,2400.0
F01208,sugar beet,75100.8,26.1396,4.0,55.1,7200.0
F01209,carrot,1009.0,23.6148,2.0,55.78,1900.0
F01210,cashew nuts in shell,565.4,21.3185,44.0,30.34,4000.0
F01211,green corn,3726.8,30.3826,6.0,26.63,3900.0
F01212,strawberries,11490.8,24.8544,2.0,33.65,23500.0
F01213,eggs primary,187158.0,23.884,54.0,65.38,1400.0
F01214,hempseed,1066.2,22.8121,46.0,50.38,3000.0
F01215,groundnuts excluding shelled,757.1,27.5101,24.0,25.43,3400.0
F01216,banana,9831.6,27.6675,50.0,36.99,3200.0
F01217,coffee green,297.7,26.5287,4.0,40.5,4091.0
F01218,sugar beet,53583.4,22.6832,16.0,62.56,5612.0
F01219,apple,10870.7,23.3523,14.0,67.53,8500.0
F01220,chick peas dry,1372.9,33.4127,3.0,42.98,5660.0
F01221,other beans green,5401.6,26.3891,10.0,38.0,15400.0
F01222,spinach,12974.6,24.7249,10.0,25.94,6370.0
F01223,lupins,1764.3,25.8504,7.0,53.12,2477.0
F01224,pears,6571.4,37.1317,3.0,14.63,2170.0
F01225,yautia,13532.9,34.8725,42.0,25.65,6685.0
F01226,gur,1428.6,35.7878,10.0,69.81,3825.0
F01227,strawberries,27025.8,23.1931,24.0,26.31,6290.0
F01228,tea leaves,12347.4,28.7973,2.0,45.04,2362.0
F01229,peppermint spearmint,19339.6,27.322,8.0,39.88,6190.0
F01230,sunflower seed,1129.2,24.0648,13.0,35.64,3490.0
F01231,jute raw or retted,888.9,24.8743,7.0,26.11,2275.0
F01232,unmanufactured tobacco,2858.1,26.1144,16.0,34.4,11240.0
F01233,lettuce and chicory,27964.6,19.3011,6.0,23.79,6225.0
F01234,banana,11718.5,27.7182,2.0,69.32,3080.0
F01235,canary seed,782.7,22.792,7.0,59.78,5950.0
F01236,roots and tubers total,15029.0,28.7649,6.0,65.94,8705.0
F01237,other fruits n e c,5496.3,32.8632,10.0,34.1,4130.0
F01238,mungbean,704.1,29.7554,14.0,29.16,7275.0
F01239,hazelnuts in shell,465.1,27.0242,3.0,52.99,7200.0
F01240,currants,7853.1,38.7322,2.0,42.22,1400.0
F01241,onions and shallots dry,21859.9,18.5251,2.0,36.42,930.0
F01242,gur,5000.0,19.4462,11.0,13.46,4980.0
F01243,vegetables primary,6914.2,23.6729,32.0,58.9,10000.0
F01244,sweet potatoes,5767.5,24.5344,22.0,43.21,2250.0
F01245,rape or colza seed,740.3,23.3036,2.0,57.31,6817.0
F01246,tallowtree seeds,2470.4,30.8888,2.0,32.64,7700.0
F01247,cassava leaves,10000.0,22.4872,44.0,41.29,4151.0
F01248,lentils dry,514.2,25.4859,2.0,32.97,5875.0
F01249,cow peas dry,4736.2,23.9814,33.0,28.89,3875.0
F01250,flax raw or retted,3929.1,28.0958,10.0,26.54,2110.0
